"eventId"	"subjectOrganismId"	"interactionType"	"interactionTypeId"	"objectOrganismId"
"evt_225"	"sub_225"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_225"
"evt_226"	"sub_226"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_226"
"evt_227"	"sub_227"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_227"
"evt_228"	"sub_228"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_228"
"evt_229"	"sub_229"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_229"
"evt_230"	"sub_230"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_230"
"evt_231"	"sub_231"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_231"
"evt_232"	"sub_232"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_232"
"evt_233"	"sub_233"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_233"
"evt_234"	"sub_234"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_234"
"evt_235"	"sub_235"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_235"
"evt_236"	"sub_236"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_236"
"evt_237"	"sub_237"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_237"
"evt_238"	"sub_238"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_238"
"evt_239"	"sub_239"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_239"
"evt_240"	"sub_240"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_240"
"evt_241"	"sub_241"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_241"
"evt_242"	"sub_242"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_242"
"evt_243"	"sub_243"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_243"
"evt_244"	"sub_244"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_244"
"evt_245"	"sub_245"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_245"
"evt_246"	"sub_246"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_246"
"evt_247"	"sub_247"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_247"
"evt_248"	"sub_248"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_248"
"evt_249"	"sub_249"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_249"
"evt_250"	"sub_250"		"http://purl.obolibrary.org/obo/RO_0002623"	"obj_250"
"evt_251"	"sub_251"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_251"
"evt_252"	"sub_252"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_252"
"evt_253"	"sub_253"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_253"
"evt_254"	"sub_254"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_254"
"evt_255"	"sub_255"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_255"
"evt_256"	"sub_256"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_256"
"evt_257"	"sub_257"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_257"
"evt_258"	"sub_258"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_258"
"evt_259"	"sub_259"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_259"
"evt_260"	"sub_260"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_260"
"evt_261"	"sub_261"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_261"
"evt_262"	"sub_262"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_262"
"evt_263"	"sub_263"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_263"
"evt_264"	"sub_264"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_264"
"evt_265"	"sub_265"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_265"
"evt_266"	"sub_266"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_266"
"evt_267"	"sub_267"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_267"
"evt_268"	"sub_268"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_268"
"evt_269"	"sub_269"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_269"
"evt_270"	"sub_270"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_270"
"evt_271"	"sub_271"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_271"
"evt_272"	"sub_272"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_272"
"evt_273"	"sub_273"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_273"
"evt_274"	"sub_274"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_274"
"evt_275"	"sub_275"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_275"
"evt_276"	"sub_276"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_276"
"evt_277"	"sub_277"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_277"
"evt_278"	"sub_278"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_278"
"evt_279"	"sub_279"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_279"
"evt_280"	"sub_280"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_280"
"evt_281"	"sub_281"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_281"
"evt_282"	"sub_282"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_282"
"evt_283"	"sub_283"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_283"
"evt_284"	"sub_284"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_284"
"evt_285"	"sub_285"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_285"
"evt_286"	"sub_286"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_286"
"evt_287"	"sub_287"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_287"
"evt_288"	"sub_288"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_288"
"evt_289"	"sub_289"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_289"
"evt_290"	"sub_290"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_290"
"evt_291"	"sub_291"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_291"
"evt_292"	"sub_292"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_292"
"evt_293"	"sub_293"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_293"
"evt_294"	"sub_294"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_294"
"evt_295"	"sub_295"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_295"
"evt_296"	"sub_296"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_296"
"evt_297"	"sub_297"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_297"
"evt_298"	"sub_298"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_298"
"evt_299"	"sub_299"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_299"
"evt_300"	"sub_300"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_300"
"evt_301"	"sub_301"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_301"
"evt_302"	"sub_302"		"http://purl.obolibrary.org/obo/RO_0002456"	"obj_302"
