"assertionTargetId"	"assertionTargetType"	"assertionType"	"assertionValue"	"assertionValueNumeric"	"assertionUnit"	"assertionMadeDate"	"assertionEffectiveDate"	"assertionByAgentName"	"assertionByAgentId"	"assertionProtocol"	"assertionProtocolId"	"assertionCitation"	"assertionRemarks"
"sub_2350"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2350"	"ORGANISM"	"habit"	"herb"	""									
"sub_2350"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2351"	"ORGANISM"	"organismQuantity"		""									
"sub_2351"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2351"	"ORGANISM"	"habit"	"herb"	""									
"sub_2351"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2352"	"ORGANISM"	"organismQuantity"		""									
"sub_2352"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2352"	"ORGANISM"	"habit"	"herb"	""									
"sub_2352"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2353"	"ORGANISM"	"organismQuantity"		""									
"sub_2353"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2353"	"ORGANISM"	"habit"	"herb"	""									
"sub_2353"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2354"	"ORGANISM"	"organismQuantity"		""									
"sub_2354"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2354"	"ORGANISM"	"habit"	"herb"	""									
"sub_2354"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2355"	"ORGANISM"	"organismQuantity"		""									
"sub_2355"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2355"	"ORGANISM"	"habit"	"herb"	""									
"sub_2355"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2356"	"ORGANISM"	"organismQuantity"		""									
"sub_2356"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2356"	"ORGANISM"	"habit"	"herb"	""									
"sub_2356"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2357"	"ORGANISM"	"organismQuantity"		""									
"sub_2357"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2357"	"ORGANISM"	"habit"	"herb"	""									
"sub_2357"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2358"	"ORGANISM"	"organismQuantity"		""									
"sub_2358"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2358"	"ORGANISM"	"habit"	"herb"	""									
"sub_2358"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2359"	"ORGANISM"	"organismQuantity"		""									
"sub_2359"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2359"	"ORGANISM"	"habit"	"herb"	""									
"sub_2359"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2360"	"ORGANISM"	"organismQuantity"		""									
"sub_2360"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2360"	"ORGANISM"	"habit"	"herb"	""									
"sub_2360"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2361"	"ORGANISM"	"organismQuantity"		""									
"sub_2361"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2361"	"ORGANISM"	"habit"	"herb"	""									
"sub_2361"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2362"	"ORGANISM"	"organismQuantity"		""									
"sub_2362"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2362"	"ORGANISM"	"habit"	"herb"	""									
"sub_2362"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2363"	"ORGANISM"	"organismQuantity"		""									
"sub_2363"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2363"	"ORGANISM"	"habit"	"herb"	""									
"sub_2363"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2364"	"ORGANISM"	"organismQuantity"		""									
"sub_2364"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2364"	"ORGANISM"	"habit"	"herb"	""									
"sub_2364"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2365"	"ORGANISM"	"organismQuantity"		""									
"sub_2365"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2365"	"ORGANISM"	"habit"	"herb"	""									
"sub_2365"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2366"	"ORGANISM"	"organismQuantity"		""									
"sub_2366"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2366"	"ORGANISM"	"habit"	"herb"	""									
"sub_2366"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2367"	"ORGANISM"	"organismQuantity"		""									
"sub_2367"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2367"	"ORGANISM"	"habit"	"herb"	""									
"sub_2367"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2368"	"ORGANISM"	"organismQuantity"		""									
"sub_2368"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2368"	"ORGANISM"	"habit"	"herb"	""									
"sub_2368"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2369"	"ORGANISM"	"organismQuantity"		""									
"sub_2369"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2369"	"ORGANISM"	"habit"	"herb"	""									
"sub_2369"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2370"	"ORGANISM"	"organismQuantity"		""									
"sub_2370"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2370"	"ORGANISM"	"habit"	"herb"	""									
"sub_2370"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2371"	"ORGANISM"	"organismQuantity"		""									
"sub_2371"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2371"	"ORGANISM"	"habit"	"herb"	""									
"sub_2371"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2372"	"ORGANISM"	"organismQuantity"		""									
"sub_2372"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2372"	"ORGANISM"	"habit"	"herb"	""									
"sub_2372"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2373"	"ORGANISM"	"organismQuantity"		""									
"sub_2373"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2373"	"ORGANISM"	"habit"	"herb"	""									
"sub_2373"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2374"	"ORGANISM"	"organismQuantity"		""									
"sub_2374"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2374"	"ORGANISM"	"habit"	"herb"	""									
"sub_2374"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2375"	"ORGANISM"	"organismQuantity"		""									
"sub_2375"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2375"	"ORGANISM"	"habit"	"herb"	""									
"sub_2375"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2376"	"ORGANISM"	"organismQuantity"		""									
"sub_2376"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2376"	"ORGANISM"	"habit"	"herb"	""									
"sub_2376"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2377"	"ORGANISM"	"organismQuantity"		""									
"sub_2377"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2377"	"ORGANISM"	"habit"	"herb"	""									
"sub_2377"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2378"	"ORGANISM"	"organismQuantity"		""									
"sub_2378"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2378"	"ORGANISM"	"habit"	"herb"	""									
"sub_2378"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2379"	"ORGANISM"	"organismQuantity"		""									
"sub_2379"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2379"	"ORGANISM"	"habit"	"herb"	""									
"sub_2379"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2380"	"ORGANISM"	"organismQuantity"		""									
"sub_2380"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2380"	"ORGANISM"	"habit"	"herb"	""									
"sub_2380"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2381"	"ORGANISM"	"organismQuantity"		""									
"sub_2381"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2381"	"ORGANISM"	"habit"	"herb"	""									
"sub_2381"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2382"	"ORGANISM"	"organismQuantity"		""									
"sub_2382"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2382"	"ORGANISM"	"habit"	"herb"	""									
"sub_2382"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2383"	"ORGANISM"	"organismQuantity"		""									
"sub_2383"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2383"	"ORGANISM"	"habit"	"herb"	""									
"sub_2383"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2384"	"ORGANISM"	"organismQuantity"		""									
"sub_2384"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2384"	"ORGANISM"	"habit"	"herb"	""									
"sub_2384"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2385"	"ORGANISM"	"organismQuantity"		""									
"sub_2385"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2385"	"ORGANISM"	"habit"	"herb"	""									
"sub_2385"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2386"	"ORGANISM"	"organismQuantity"		""									
"sub_2386"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2386"	"ORGANISM"	"habit"	"herb"	""									
"sub_2386"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2387"	"ORGANISM"	"organismQuantity"		""									
"sub_2387"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2387"	"ORGANISM"	"habit"	"herb"	""									
"sub_2387"	"ORGANISM"	"selfIncompatability"	"self compatible"	""									
"sub_2388"	"ORGANISM"	"organismQuantity"	""	"2"									
"sub_2388"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2388"	"ORGANISM"	"habit"	"herb"	""									
"sub_2388"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2389"	"ORGANISM"	"organismQuantity"		""									
"sub_2389"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2389"	"ORGANISM"	"habit"	"herb"	""									
"sub_2389"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2390"	"ORGANISM"	"organismQuantity"		""									
"sub_2390"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2390"	"ORGANISM"	"habit"	"herb"	""									
"sub_2390"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2391"	"ORGANISM"	"organismQuantity"		""									
"sub_2391"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2391"	"ORGANISM"	"habit"	"herb"	""									
"sub_2391"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2392"	"ORGANISM"	"organismQuantity"		""									
"sub_2392"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2392"	"ORGANISM"	"habit"	"herb"	""									
"sub_2392"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2393"	"ORGANISM"	"organismQuantity"		""									
"sub_2393"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2393"	"ORGANISM"	"habit"	"herb"	""									
"sub_2393"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2394"	"ORGANISM"	"organismQuantity"		""									
"sub_2394"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2394"	"ORGANISM"	"habit"	"herb"	""									
"sub_2394"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2395"	"ORGANISM"	"organismQuantity"		""									
"sub_2395"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2395"	"ORGANISM"	"habit"	""	""									
"sub_2395"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2396"	"ORGANISM"	"organismQuantity"		""									
"sub_2396"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2396"	"ORGANISM"	"habit"	""	""									
"sub_2396"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2397"	"ORGANISM"	"organismQuantity"		""									
"sub_2397"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2397"	"ORGANISM"	"habit"	""	""									
"sub_2397"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2398"	"ORGANISM"	"organismQuantity"		""									
"sub_2398"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2398"	"ORGANISM"	"habit"	""	""									
"sub_2398"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2399"	"ORGANISM"	"organismQuantity"		""									
"sub_2399"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2399"	"ORGANISM"	"habit"	""	""									
"sub_2399"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2400"	"ORGANISM"	"organismQuantity"		""									
"sub_2400"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2400"	"ORGANISM"	"habit"	""	""									
"sub_2400"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2401"	"ORGANISM"	"organismQuantity"		""									
"sub_2401"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2401"	"ORGANISM"	"habit"	""	""									
"sub_2401"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2402"	"ORGANISM"	"organismQuantity"		""									
"sub_2402"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2402"	"ORGANISM"	"habit"	""	""									
"sub_2402"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2403"	"ORGANISM"	"organismQuantity"		""									
"sub_2403"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2403"	"ORGANISM"	"habit"	""	""									
"sub_2403"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2404"	"ORGANISM"	"organismQuantity"		""									
"sub_2404"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_2404"	"ORGANISM"	"habit"	""	""									
"sub_2404"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2405"	"ORGANISM"	"organismQuantity"	""	"1"									
"sub_2405"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2405"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2405"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2406"	"ORGANISM"	"organismQuantity"		""									
"sub_2406"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2406"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2406"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2407"	"ORGANISM"	"organismQuantity"		""									
"sub_2407"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2407"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2407"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2408"	"ORGANISM"	"organismQuantity"		""									
"sub_2408"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2408"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2408"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2409"	"ORGANISM"	"organismQuantity"		""									
"sub_2409"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2409"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2409"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2410"	"ORGANISM"	"organismQuantity"		""									
"sub_2410"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2410"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2410"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2411"	"ORGANISM"	"organismQuantity"		""									
"sub_2411"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2411"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2411"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2412"	"ORGANISM"	"organismQuantity"	""	"3"									
"sub_2412"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2412"	"ORGANISM"	"habit"	"herb"	""									
"sub_2412"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2413"	"ORGANISM"	"organismQuantity"		""									
"sub_2413"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2413"	"ORGANISM"	"habit"	"herb"	""									
"sub_2413"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2414"	"ORGANISM"	"organismQuantity"		""									
"sub_2414"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2414"	"ORGANISM"	"habit"	"herb"	""									
"sub_2414"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2415"	"ORGANISM"	"organismQuantity"		""									
"sub_2415"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2415"	"ORGANISM"	"habit"	"herb"	""									
"sub_2415"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2416"	"ORGANISM"	"organismQuantity"		""									
"sub_2416"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2416"	"ORGANISM"	"habit"	"herb"	""									
"sub_2416"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2417"	"ORGANISM"	"organismQuantity"		""									
"sub_2417"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2417"	"ORGANISM"	"habit"	"herb"	""									
"sub_2417"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2418"	"ORGANISM"	"organismQuantity"		""									
"sub_2418"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2418"	"ORGANISM"	"habit"	"herb"	""									
"sub_2418"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2419"	"ORGANISM"	"organismQuantity"		""									
"sub_2419"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2419"	"ORGANISM"	"habit"	"herb"	""									
"sub_2419"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2420"	"ORGANISM"	"organismQuantity"		""									
"sub_2420"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2420"	"ORGANISM"	"habit"	"herb"	""									
"sub_2420"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2421"	"ORGANISM"	"organismQuantity"		""									
"sub_2421"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2421"	"ORGANISM"	"habit"	"herb"	""									
"sub_2421"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2422"	"ORGANISM"	"organismQuantity"		""									
"sub_2422"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2422"	"ORGANISM"	"habit"	"herb"	""									
"sub_2422"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2423"	"ORGANISM"	"organismQuantity"		""									
"sub_2423"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2423"	"ORGANISM"	"habit"	"herb"	""									
"sub_2423"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2424"	"ORGANISM"	"organismQuantity"		""									
"sub_2424"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2424"	"ORGANISM"	"habit"	"herb"	""									
"sub_2424"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2425"	"ORGANISM"	"organismQuantity"		""									
"sub_2425"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2425"	"ORGANISM"	"habit"	"herb"	""									
"sub_2425"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2426"	"ORGANISM"	"organismQuantity"		""									
"sub_2426"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2426"	"ORGANISM"	"habit"	"herb"	""									
"sub_2426"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2427"	"ORGANISM"	"organismQuantity"		""									
"sub_2427"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2427"	"ORGANISM"	"habit"	"herb"	""									
"sub_2427"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2428"	"ORGANISM"	"organismQuantity"		""									
"sub_2428"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2428"	"ORGANISM"	"habit"	"herb"	""									
"sub_2428"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2429"	"ORGANISM"	"organismQuantity"		""									
"sub_2429"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2429"	"ORGANISM"	"habit"	"herb"	""									
"sub_2429"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2430"	"ORGANISM"	"organismQuantity"		""									
"sub_2430"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2430"	"ORGANISM"	"habit"	"herb"	""									
"sub_2430"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2431"	"ORGANISM"	"organismQuantity"		""									
"sub_2431"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2431"	"ORGANISM"	"habit"	"herb"	""									
"sub_2431"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2432"	"ORGANISM"	"organismQuantity"		""									
"sub_2432"	"ORGANISM"	"establishmentMeans"	"introduced"	""									
"sub_2432"	"ORGANISM"	"habit"	"herb"	""									
"sub_2432"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_2433"	"ORGANISM"	"organismQuantity"	""	"1"									
"sub_2433"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2433"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2433"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2434"	"ORGANISM"	"organismQuantity"		""									
"sub_2434"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2434"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2434"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2435"	"ORGANISM"	"organismQuantity"		""									
"sub_2435"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2435"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2435"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2436"	"ORGANISM"	"organismQuantity"		""									
"sub_2436"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2436"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2436"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2437"	"ORGANISM"	"organismQuantity"		""									
"sub_2437"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2437"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2437"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2438"	"ORGANISM"	"organismQuantity"		""									
"sub_2438"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2438"	"ORGANISM"	"habit"	"shrub"	""									
"sub_2438"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2439"	"ORGANISM"	"organismQuantity"	""	"1"									
"sub_2439"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2439"	"ORGANISM"	"habit"	"herb"	""									
"sub_2439"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2440"	"ORGANISM"	"organismQuantity"		""									
"sub_2440"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2440"	"ORGANISM"	"habit"	"herb"	""									
"sub_2440"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2441"	"ORGANISM"	"organismQuantity"		""									
"sub_2441"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2441"	"ORGANISM"	"habit"	"herb"	""									
"sub_2441"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2442"	"ORGANISM"	"organismQuantity"		""									
"sub_2442"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2442"	"ORGANISM"	"habit"	"herb"	""									
"sub_2442"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2443"	"ORGANISM"	"organismQuantity"		""									
"sub_2443"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2443"	"ORGANISM"	"habit"	"herb"	""									
"sub_2443"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2444"	"ORGANISM"	"organismQuantity"		""									
"sub_2444"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2444"	"ORGANISM"	"habit"	"herb"	""									
"sub_2444"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2445"	"ORGANISM"	"organismQuantity"		""									
"sub_2445"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2445"	"ORGANISM"	"habit"	"herb"	""									
"sub_2445"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2446"	"ORGANISM"	"organismQuantity"		""									
"sub_2446"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2446"	"ORGANISM"	"habit"	"herb"	""									
"sub_2446"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2447"	"ORGANISM"	"organismQuantity"		""									
"sub_2447"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2447"	"ORGANISM"	"habit"	"herb"	""									
"sub_2447"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2448"	"ORGANISM"	"organismQuantity"		""									
"sub_2448"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2448"	"ORGANISM"	"habit"	"herb"	""									
"sub_2448"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2449"	"ORGANISM"	"organismQuantity"		""									
"sub_2449"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2449"	"ORGANISM"	"habit"	"herb"	""									
"sub_2449"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2450"	"ORGANISM"	"organismQuantity"		""									
"sub_2450"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2450"	"ORGANISM"	"habit"	"herb"	""									
"sub_2450"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2451"	"ORGANISM"	"organismQuantity"		""									
"sub_2451"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2451"	"ORGANISM"	"habit"	"herb"	""									
"sub_2451"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2452"	"ORGANISM"	"organismQuantity"		""									
"sub_2452"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2452"	"ORGANISM"	"habit"	"herb"	""									
"sub_2452"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2453"	"ORGANISM"	"organismQuantity"		""									
"sub_2453"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2453"	"ORGANISM"	"habit"	"herb"	""									
"sub_2453"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2454"	"ORGANISM"	"organismQuantity"		""									
"sub_2454"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2454"	"ORGANISM"	"habit"	"herb"	""									
"sub_2454"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2455"	"ORGANISM"	"organismQuantity"		""									
"sub_2455"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2455"	"ORGANISM"	"habit"	"herb"	""									
"sub_2455"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2456"	"ORGANISM"	"organismQuantity"		""									
"sub_2456"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2456"	"ORGANISM"	"habit"	"herb"	""									
"sub_2456"	"ORGANISM"	"selfIncompatability"	"self incompatible"	""									
"sub_2457"	"ORGANISM"	"organismQuantity"		""									
"sub_2457"	"ORGANISM"	"establishmentMeans"	"native"	""									
"sub_2457"	"ORGANISM"	"habit"	"herb"	""									
