"assertionTargetId"	"assertionTargetType"	"assertionType"	"assertionValue"	"assertionValueNumeric"	"assertionUnit"	"assertionMadeDate"	"assertionEffectiveDate"	"assertionByAgentName"	"assertionByAgentId"	"assertionProtocol"	"assertionProtocolId"	"assertionCitation"	"assertionRemarks"
"sub_279"	"ORGANISM"	"organismQuantity"		""									
"sub_279"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_279"	"ORGANISM"	"habit"	""	""									
"sub_279"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_280"	"ORGANISM"	"organismQuantity"		""									
"sub_280"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_280"	"ORGANISM"	"habit"	""	""									
"sub_280"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_281"	"ORGANISM"	"organismQuantity"		""									
"sub_281"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_281"	"ORGANISM"	"habit"	""	""									
"sub_281"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_282"	"ORGANISM"	"organismQuantity"		""									
"sub_282"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_282"	"ORGANISM"	"habit"	""	""									
"sub_282"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_283"	"ORGANISM"	"organismQuantity"		""									
"sub_283"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_283"	"ORGANISM"	"habit"	""	""									
"sub_283"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_284"	"ORGANISM"	"organismQuantity"		""									
"sub_284"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_284"	"ORGANISM"	"habit"	""	""									
"sub_284"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_285"	"ORGANISM"	"organismQuantity"		""									
"sub_285"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_285"	"ORGANISM"	"habit"	""	""									
"sub_285"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_286"	"ORGANISM"	"organismQuantity"		""									
"sub_286"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_286"	"ORGANISM"	"habit"	""	""									
"sub_286"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_287"	"ORGANISM"	"organismQuantity"		""									
"sub_287"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_287"	"ORGANISM"	"habit"	""	""									
"sub_287"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_288"	"ORGANISM"	"organismQuantity"		""									
"sub_288"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_288"	"ORGANISM"	"habit"	""	""									
"sub_288"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_289"	"ORGANISM"	"organismQuantity"		""									
"sub_289"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_289"	"ORGANISM"	"habit"	""	""									
"sub_289"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_290"	"ORGANISM"	"organismQuantity"		""									
"sub_290"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_290"	"ORGANISM"	"habit"	""	""									
"sub_290"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_291"	"ORGANISM"	"organismQuantity"		""									
"sub_291"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_291"	"ORGANISM"	"habit"	""	""									
"sub_291"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_292"	"ORGANISM"	"organismQuantity"		""									
"sub_292"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_292"	"ORGANISM"	"habit"	""	""									
"sub_292"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_293"	"ORGANISM"	"organismQuantity"		""									
"sub_293"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_293"	"ORGANISM"	"habit"	""	""									
"sub_293"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_294"	"ORGANISM"	"organismQuantity"		""									
"sub_294"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_294"	"ORGANISM"	"habit"	""	""									
"sub_294"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_295"	"ORGANISM"	"organismQuantity"		""									
"sub_295"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_295"	"ORGANISM"	"habit"	""	""									
"sub_295"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_296"	"ORGANISM"	"organismQuantity"		""									
"sub_296"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_296"	"ORGANISM"	"habit"	""	""									
"sub_296"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_297"	"ORGANISM"	"organismQuantity"		""									
"sub_297"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_297"	"ORGANISM"	"habit"	""	""									
"sub_297"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_298"	"ORGANISM"	"organismQuantity"		""									
"sub_298"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_298"	"ORGANISM"	"habit"	""	""									
"sub_298"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_299"	"ORGANISM"	"organismQuantity"		""									
"sub_299"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_299"	"ORGANISM"	"habit"	""	""									
"sub_299"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_300"	"ORGANISM"	"organismQuantity"		""									
"sub_300"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_300"	"ORGANISM"	"habit"	""	""									
"sub_300"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_301"	"ORGANISM"	"organismQuantity"		""									
"sub_301"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_301"	"ORGANISM"	"habit"	""	""									
"sub_301"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_302"	"ORGANISM"	"organismQuantity"		""									
"sub_302"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_302"	"ORGANISM"	"habit"	""	""									
"sub_302"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_303"	"ORGANISM"	"organismQuantity"		""									
"sub_303"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_303"	"ORGANISM"	"habit"	""	""									
"sub_303"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_304"	"ORGANISM"	"organismQuantity"		""									
"sub_304"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_304"	"ORGANISM"	"habit"	""	""									
"sub_304"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_305"	"ORGANISM"	"organismQuantity"		""									
"sub_305"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_305"	"ORGANISM"	"habit"	""	""									
"sub_305"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_306"	"ORGANISM"	"organismQuantity"		""									
"sub_306"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_306"	"ORGANISM"	"habit"	""	""									
"sub_306"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_307"	"ORGANISM"	"organismQuantity"		""									
"sub_307"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_307"	"ORGANISM"	"habit"	""	""									
"sub_307"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_308"	"ORGANISM"	"organismQuantity"		""									
"sub_308"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_308"	"ORGANISM"	"habit"	""	""									
"sub_308"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_309"	"ORGANISM"	"organismQuantity"		""									
"sub_309"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_309"	"ORGANISM"	"habit"	""	""									
"sub_309"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_310"	"ORGANISM"	"organismQuantity"		""									
"sub_310"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_310"	"ORGANISM"	"habit"	""	""									
"sub_310"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_311"	"ORGANISM"	"organismQuantity"		""									
"sub_311"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_311"	"ORGANISM"	"habit"	""	""									
"sub_311"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_312"	"ORGANISM"	"organismQuantity"		""									
"sub_312"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_312"	"ORGANISM"	"habit"	""	""									
"sub_312"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_313"	"ORGANISM"	"organismQuantity"		""									
"sub_313"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_313"	"ORGANISM"	"habit"	""	""									
"sub_313"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_314"	"ORGANISM"	"organismQuantity"		""									
"sub_314"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_314"	"ORGANISM"	"habit"	""	""									
"sub_314"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_315"	"ORGANISM"	"organismQuantity"		""									
"sub_315"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_315"	"ORGANISM"	"habit"	""	""									
"sub_315"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_316"	"ORGANISM"	"organismQuantity"		""									
"sub_316"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_316"	"ORGANISM"	"habit"	""	""									
"sub_316"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_317"	"ORGANISM"	"organismQuantity"		""									
"sub_317"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_317"	"ORGANISM"	"habit"	""	""									
"sub_317"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_318"	"ORGANISM"	"organismQuantity"		""									
"sub_318"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_318"	"ORGANISM"	"habit"	""	""									
"sub_318"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_319"	"ORGANISM"	"organismQuantity"		""									
"sub_319"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_319"	"ORGANISM"	"habit"	""	""									
"sub_319"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_320"	"ORGANISM"	"organismQuantity"		""									
"sub_320"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_320"	"ORGANISM"	"habit"	""	""									
"sub_320"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_321"	"ORGANISM"	"organismQuantity"		""									
"sub_321"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_321"	"ORGANISM"	"habit"	""	""									
"sub_321"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_322"	"ORGANISM"	"organismQuantity"		""									
"sub_322"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_322"	"ORGANISM"	"habit"	""	""									
"sub_322"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_323"	"ORGANISM"	"organismQuantity"		""									
"sub_323"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_323"	"ORGANISM"	"habit"	""	""									
"sub_323"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_324"	"ORGANISM"	"organismQuantity"		""									
"sub_324"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_324"	"ORGANISM"	"habit"	""	""									
"sub_324"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_325"	"ORGANISM"	"organismQuantity"		""									
"sub_325"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_325"	"ORGANISM"	"habit"	""	""									
"sub_325"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_326"	"ORGANISM"	"organismQuantity"		""									
"sub_326"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_326"	"ORGANISM"	"habit"	""	""									
"sub_326"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_327"	"ORGANISM"	"organismQuantity"		""									
"sub_327"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_327"	"ORGANISM"	"habit"	""	""									
"sub_327"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_328"	"ORGANISM"	"organismQuantity"		""									
"sub_328"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_328"	"ORGANISM"	"habit"	""	""									
"sub_328"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_329"	"ORGANISM"	"organismQuantity"		""									
"sub_329"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_329"	"ORGANISM"	"habit"	""	""									
"sub_329"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_330"	"ORGANISM"	"organismQuantity"		""									
"sub_330"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_330"	"ORGANISM"	"habit"	""	""									
"sub_330"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_331"	"ORGANISM"	"organismQuantity"		""									
"sub_331"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_331"	"ORGANISM"	"habit"	""	""									
"sub_331"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_332"	"ORGANISM"	"organismQuantity"		""									
"sub_332"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_332"	"ORGANISM"	"habit"	""	""									
"sub_332"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_333"	"ORGANISM"	"organismQuantity"		""									
"sub_333"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_333"	"ORGANISM"	"habit"	""	""									
"sub_333"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_334"	"ORGANISM"	"organismQuantity"		""									
"sub_334"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_334"	"ORGANISM"	"habit"	""	""									
"sub_334"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_335"	"ORGANISM"	"organismQuantity"		""									
"sub_335"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_335"	"ORGANISM"	"habit"	""	""									
"sub_335"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_336"	"ORGANISM"	"organismQuantity"		""									
"sub_336"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_336"	"ORGANISM"	"habit"	""	""									
"sub_336"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_337"	"ORGANISM"	"organismQuantity"		""									
"sub_337"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_337"	"ORGANISM"	"habit"	""	""									
"sub_337"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_338"	"ORGANISM"	"organismQuantity"		""									
"sub_338"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_338"	"ORGANISM"	"habit"	""	""									
"sub_338"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_339"	"ORGANISM"	"organismQuantity"		""									
"sub_339"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_339"	"ORGANISM"	"habit"	""	""									
"sub_339"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_340"	"ORGANISM"	"organismQuantity"		""									
"sub_340"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_340"	"ORGANISM"	"habit"	""	""									
"sub_340"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_341"	"ORGANISM"	"organismQuantity"		""									
"sub_341"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_341"	"ORGANISM"	"habit"	""	""									
"sub_341"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_342"	"ORGANISM"	"organismQuantity"		""									
"sub_342"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_342"	"ORGANISM"	"habit"	""	""									
"sub_342"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_343"	"ORGANISM"	"organismQuantity"		""									
"sub_343"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_343"	"ORGANISM"	"habit"	""	""									
"sub_343"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_344"	"ORGANISM"	"organismQuantity"		""									
"sub_344"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_344"	"ORGANISM"	"habit"	""	""									
"sub_344"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_345"	"ORGANISM"	"organismQuantity"		""									
"sub_345"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_345"	"ORGANISM"	"habit"	""	""									
"sub_345"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_346"	"ORGANISM"	"organismQuantity"		""									
"sub_346"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_346"	"ORGANISM"	"habit"	""	""									
"sub_346"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_347"	"ORGANISM"	"organismQuantity"		""									
"sub_347"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_347"	"ORGANISM"	"habit"	""	""									
"sub_347"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_348"	"ORGANISM"	"organismQuantity"		""									
"sub_348"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_348"	"ORGANISM"	"habit"	""	""									
"sub_348"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_349"	"ORGANISM"	"organismQuantity"		""									
"sub_349"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_349"	"ORGANISM"	"habit"	""	""									
"sub_349"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_350"	"ORGANISM"	"organismQuantity"		""									
"sub_350"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_350"	"ORGANISM"	"habit"	""	""									
"sub_350"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_351"	"ORGANISM"	"organismQuantity"		""									
"sub_351"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_351"	"ORGANISM"	"habit"	""	""									
"sub_351"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_352"	"ORGANISM"	"organismQuantity"		""									
"sub_352"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_352"	"ORGANISM"	"habit"	""	""									
"sub_352"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_353"	"ORGANISM"	"organismQuantity"		""									
"sub_353"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_353"	"ORGANISM"	"habit"	""	""									
"sub_353"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_354"	"ORGANISM"	"organismQuantity"		""									
"sub_354"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_354"	"ORGANISM"	"habit"	""	""									
"sub_354"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_355"	"ORGANISM"	"organismQuantity"		""									
"sub_355"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_355"	"ORGANISM"	"habit"	""	""									
"sub_355"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_356"	"ORGANISM"	"organismQuantity"		""									
"sub_356"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_356"	"ORGANISM"	"habit"	""	""									
"sub_356"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_357"	"ORGANISM"	"organismQuantity"		""									
"sub_357"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_357"	"ORGANISM"	"habit"	""	""									
"sub_357"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_358"	"ORGANISM"	"organismQuantity"		""									
"sub_358"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_358"	"ORGANISM"	"habit"	""	""									
"sub_358"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_359"	"ORGANISM"	"organismQuantity"		""									
"sub_359"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_359"	"ORGANISM"	"habit"	""	""									
"sub_359"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_360"	"ORGANISM"	"organismQuantity"		""									
"sub_360"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_360"	"ORGANISM"	"habit"	""	""									
"sub_360"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_361"	"ORGANISM"	"organismQuantity"		""									
"sub_361"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_361"	"ORGANISM"	"habit"	""	""									
"sub_361"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_362"	"ORGANISM"	"organismQuantity"		""									
"sub_362"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_362"	"ORGANISM"	"habit"	""	""									
"sub_362"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_363"	"ORGANISM"	"organismQuantity"		""									
"sub_363"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_363"	"ORGANISM"	"habit"	""	""									
"sub_363"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_364"	"ORGANISM"	"organismQuantity"		""									
"sub_364"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_364"	"ORGANISM"	"habit"	""	""									
"sub_364"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_365"	"ORGANISM"	"organismQuantity"		""									
"sub_365"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_365"	"ORGANISM"	"habit"	""	""									
"sub_365"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_366"	"ORGANISM"	"organismQuantity"		""									
"sub_366"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_366"	"ORGANISM"	"habit"	""	""									
"sub_366"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_367"	"ORGANISM"	"organismQuantity"		""									
"sub_367"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_367"	"ORGANISM"	"habit"	""	""									
"sub_367"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_368"	"ORGANISM"	"organismQuantity"		""									
"sub_368"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_368"	"ORGANISM"	"habit"	""	""									
"sub_368"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_369"	"ORGANISM"	"organismQuantity"		""									
"sub_369"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_369"	"ORGANISM"	"habit"	""	""									
"sub_369"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_370"	"ORGANISM"	"organismQuantity"		""									
"sub_370"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_370"	"ORGANISM"	"habit"	""	""									
"sub_370"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_371"	"ORGANISM"	"organismQuantity"		""									
"sub_371"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_371"	"ORGANISM"	"habit"	""	""									
"sub_371"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_372"	"ORGANISM"	"organismQuantity"		""									
"sub_372"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_372"	"ORGANISM"	"habit"	""	""									
"sub_372"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_373"	"ORGANISM"	"organismQuantity"		""									
"sub_373"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_373"	"ORGANISM"	"habit"	""	""									
"sub_373"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_374"	"ORGANISM"	"organismQuantity"		""									
"sub_374"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_374"	"ORGANISM"	"habit"	""	""									
"sub_374"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_375"	"ORGANISM"	"organismQuantity"		""									
"sub_375"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_375"	"ORGANISM"	"habit"	""	""									
"sub_375"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_376"	"ORGANISM"	"organismQuantity"		""									
"sub_376"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_376"	"ORGANISM"	"habit"	""	""									
"sub_376"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_377"	"ORGANISM"	"organismQuantity"		""									
"sub_377"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_377"	"ORGANISM"	"habit"	""	""									
"sub_377"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_378"	"ORGANISM"	"organismQuantity"		""									
"sub_378"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_378"	"ORGANISM"	"habit"	""	""									
"sub_378"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_379"	"ORGANISM"	"organismQuantity"		""									
"sub_379"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_379"	"ORGANISM"	"habit"	""	""									
"sub_379"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_380"	"ORGANISM"	"organismQuantity"		""									
"sub_380"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_380"	"ORGANISM"	"habit"	""	""									
"sub_380"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_381"	"ORGANISM"	"organismQuantity"		""									
"sub_381"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_381"	"ORGANISM"	"habit"	""	""									
"sub_381"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_382"	"ORGANISM"	"organismQuantity"		""									
"sub_382"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_382"	"ORGANISM"	"habit"	""	""									
"sub_382"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_383"	"ORGANISM"	"organismQuantity"		""									
"sub_383"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_383"	"ORGANISM"	"habit"	""	""									
"sub_383"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_384"	"ORGANISM"	"organismQuantity"		""									
"sub_384"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_384"	"ORGANISM"	"habit"	""	""									
"sub_384"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_385"	"ORGANISM"	"organismQuantity"		""									
"sub_385"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_385"	"ORGANISM"	"habit"	""	""									
"sub_385"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_386"	"ORGANISM"	"organismQuantity"		""									
"sub_386"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_386"	"ORGANISM"	"habit"	""	""									
"sub_386"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_387"	"ORGANISM"	"organismQuantity"		""									
"sub_387"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_387"	"ORGANISM"	"habit"	""	""									
"sub_387"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_388"	"ORGANISM"	"organismQuantity"		""									
"sub_388"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_388"	"ORGANISM"	"habit"	""	""									
"sub_388"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_389"	"ORGANISM"	"organismQuantity"		""									
"sub_389"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_389"	"ORGANISM"	"habit"	""	""									
"sub_389"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_390"	"ORGANISM"	"organismQuantity"		""									
"sub_390"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_390"	"ORGANISM"	"habit"	""	""									
"sub_390"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_391"	"ORGANISM"	"organismQuantity"		""									
"sub_391"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_391"	"ORGANISM"	"habit"	""	""									
"sub_391"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_392"	"ORGANISM"	"organismQuantity"		""									
"sub_392"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_392"	"ORGANISM"	"habit"	""	""									
"sub_392"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_393"	"ORGANISM"	"organismQuantity"		""									
"sub_393"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_393"	"ORGANISM"	"habit"	""	""									
"sub_393"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_394"	"ORGANISM"	"organismQuantity"		""									
"sub_394"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_394"	"ORGANISM"	"habit"	""	""									
"sub_394"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_395"	"ORGANISM"	"organismQuantity"		""									
"sub_395"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_395"	"ORGANISM"	"habit"	""	""									
"sub_395"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_396"	"ORGANISM"	"organismQuantity"		""									
"sub_396"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_396"	"ORGANISM"	"habit"	""	""									
"sub_396"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_397"	"ORGANISM"	"organismQuantity"		""									
"sub_397"	"ORGANISM"	"establishmentMeans"	""	""									
"sub_397"	"ORGANISM"	"habit"	""	""									
"sub_397"	"ORGANISM"	"selfIncompatability"	""	""									
"sub_398"	"ORGANISM"	"organismQuantity"		""									
