"eventId"	"parentEventId"	"datasetId"	"locationId"	"protocolId"	"eventType"	"eventName"	"recordedBy"	"recordedById"	"fieldNumber"	"eventDate"	"year"	"month"	"day"	"verbatimEventDate"	"verbatimLocality"	"verbatimElevation"	"verbatimDepth"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"verbatimSrs"	"habitat"	"protocolDescription"	"sampleSizeValue"	"sampleSizeUnit"	"eventEffort"	"fieldNotes"	"eventCitation"	"eventRemarks"	"higherGeographyId"	"higherGeography"	"continent"	"waterBody"	"islandGroup"	"island"	"country"	"countryCode"	"stateProvince"	"county"	"municipality"	"locality"	"minimumElevationInMeters"	"maximumElevationInMeters"	"minimumDistanceAboveSurfaceInMeters"	"maximumDistanceAboveSurfaceInMeters"	"minimumDepthInMeters"	"maximumDepthInMeters"	"verticalDatum"	"locationAccordingTo"	"locationRemarks"	"decimalLatitude"	"decimalLongitude"	"geodeticDatum"	"coordinateUncertaintyInMeters"	"coordinatePrecision"	"pointRadiusSpatialFit"	"footprintWkt"	"footprintSrs"	"footprintSpatialFit"	"georeferencedBy"	"georeferencedDate"	"georeferenceProtocol"	"georeferenceSources"	"georeferenceRemarks"	"preferredSpatialRepresentation"
"evt_845"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_846"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_847"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_848"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_849"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_850"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_851"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_852"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_853"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_854"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_855"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_856"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_857"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_858"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_859"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_860"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_861"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_862"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_863"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_864"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_865"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_866"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_867"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_868"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_869"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_870"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_871"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_872"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_873"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_874"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_875"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_876"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_877"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_878"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_879"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_880"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_881"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_882"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_883"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_884"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_885"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_886"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_887"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_888"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_889"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_890"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_891"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_892"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_893"					"ORGANISM_INTERACTION"					"1998-01/2000-03"					"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"	""		""							30												"Chile"		"Araucania"			"Angol, Lonquimay, Temuco, Carahue-Puerto Saavedra-Ningue y Freire-Villarrica-Colico"																								
"evt_894"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_895"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_896"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_897"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_898"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_899"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_900"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_901"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_902"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_903"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_904"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_905"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_906"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_907"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_908"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_909"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_910"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_911"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_912"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_913"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_914"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_915"					"ORGANISM_INTERACTION"					"2013-11/2016-01"					"Reserva Nacional Rio Clarillo"	""		"33º 46’ S, 70º 27’ W"	-33.77	-70.45					5												"Chile"		"Metropolitana de Santiago"			"Reserva Nacional Rio Clarillo"										-33.77	-70.45													
"evt_916"					"ORGANISM_INTERACTION"					"2001-11/2002-03"					"Chiloe Island, X Region"	""		"41° 53’ S, 73° 40’ W"	-41.88	-73.66666667					15												"Chile"		"Los Lagos"			"Chiloe Island, X Region"										-41.88	-73.66666667													
"evt_917"					"ORGANISM_INTERACTION"					"2001-11/2002-03"					"Chiloe Island, X Region"	""		"41° 53’ S, 73° 40’ W"	-41.88	-73.66666667					15												"Chile"		"Los Lagos"			"Chiloe Island, X Region"										-41.88	-73.66666667													
"evt_918"					"ORGANISM_INTERACTION"					"2001-11/2002-03"					"Chiloe Island, X Region"	""		"41° 53’ S, 73° 40’ W"	-41.88	-73.66666667					15												"Chile"		"Los Lagos"			"Chiloe Island, X Region"										-41.88	-73.66666667													
"evt_919"					"ORGANISM_INTERACTION"					"2001-11/2002-03"					"Chiloe Island, X Region"	""		"41° 53’ S, 73° 40’ W"	-41.88	-73.66666667					15												"Chile"		"Los Lagos"			"Chiloe Island, X Region"										-41.88	-73.66666667													
"evt_920"					"ORGANISM_INTERACTION"					"2001-11/2002-03"					"Chiloe Island, X Region"	""		"41° 53’ S, 73° 40’ W"	-41.88	-73.66666667					15												"Chile"		"Los Lagos"			"Chiloe Island, X Region"										-41.88	-73.66666667													
"evt_921"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_922"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_923"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_924"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_925"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_926"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_927"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_928"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_929"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_930"					"ORGANISM_INTERACTION"					""					""	""		""																			"Chile"		""			""																								
"evt_931"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
"evt_932"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
"evt_933"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
"evt_934"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
"evt_935"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
"evt_936"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
"evt_937"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
"evt_938"					"ORGANISM_INTERACTION"					"2010-10/2010-11"					"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"	""		"37º 15’ S, 71º 55’ W"	-37.25	-71.91666667																	"Chile"		"Bio Bio"			"Hacienda Rucamanqui de Forestal Mininco S.A., VIII Region"										-37.25	-71.91666667													
