"eventId"	"parentEventId"	"datasetId"	"locationId"	"protocolId"	"eventType"	"eventName"	"recordedBy"	"recordedById"	"fieldNumber"	"eventDate"	"year"	"month"	"day"	"verbatimEventDate"	"verbatimLocality"	"verbatimElevation"	"verbatimDepth"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"verbatimSrs"	"habitat"	"protocolDescription"	"sampleSizeValue"	"sampleSizeUnit"	"eventEffort"	"fieldNotes"	"eventCitation"	"eventRemarks"	"higherGeographyId"	"higherGeography"	"continent"	"waterBody"	"islandGroup"	"island"	"country"	"countryCode"	"stateProvince"	"county"	"municipality"	"locality"	"minimumElevationInMeters"	"maximumElevationInMeters"	"minimumDistanceAboveSurfaceInMeters"	"maximumDistanceAboveSurfaceInMeters"	"minimumDepthInMeters"	"maximumDepthInMeters"	"verticalDatum"	"locationAccordingTo"	"locationRemarks"	"decimalLatitude"	"decimalLongitude"	"geodeticDatum"	"coordinateUncertaintyInMeters"	"coordinatePrecision"	"pointRadiusSpatialFit"	"footprintWkt"	"footprintSrs"	"footprintSpatialFit"	"georeferencedBy"	"georeferencedDate"	"georeferenceProtocol"	"georeferenceSources"	"georeferenceRemarks"	"preferredSpatialRepresentation"
"evt_1652"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3736"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1653"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3737"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1654"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3738"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1655"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3739"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1656"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3740"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1657"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3741"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1658"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3742"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1659"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3743"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1660"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3744"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1661"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3745"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1662"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3746"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1663"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3747"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1664"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3748"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1665"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3749"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1666"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3750"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1667"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3751"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1668"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3752"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1669"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3753"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1670"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3754"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1671"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3755"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1672"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3756"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1673"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3757"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1674"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3758"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1675"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3759"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1676"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3760"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1677"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3761"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1678"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3762"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1679"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3763"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1680"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3764"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1681"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3765"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1682"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3766"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1683"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3767"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1684"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3768"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1685"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3769"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1686"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3770"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1687"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3771"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1688"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3772"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1689"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3773"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1690"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3774"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1691"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3775"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1692"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3776"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1693"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3777"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1694"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3778"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1695"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3779"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1696"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3780"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1697"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3781"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1698"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3782"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1699"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3783"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1700"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3784"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1701"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3785"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1702"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3786"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1703"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3787"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1704"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3788"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1705"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3789"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1706"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3790"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1707"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3791"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1708"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3792"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1709"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3793"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1710"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3794"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1711"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3795"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1712"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3797"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1713"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3798"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1714"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3799"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1715"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3800"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1716"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3801"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1717"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3802"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1718"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3803"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1719"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3803"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1720"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3803"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1721"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3804"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1722"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3806"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1723"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3803"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1724"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3807"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1725"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3808"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1726"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3809"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1727"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3810"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1728"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3811"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1729"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3812"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1730"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3813"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1731"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3814"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1732"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3815"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1733"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3816"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1734"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3817"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1735"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3818"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1736"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3819"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1737"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3820"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1738"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3821"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1739"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3822"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1740"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3823"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1741"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3824"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1742"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3825"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1743"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3826"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1744"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3827"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1745"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3828"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1746"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3829"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1747"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3830"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1748"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3831"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1749"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3832"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1750"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3833"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1751"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3834"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
"evt_1752"					"ORGANISM_INTERACTION"					"1980-10/1981-03"					"Cordón del Cepo "	"2200-3835"		"33°17' S, 70°16' W"	-33.28	-70.26666667																	"Chile"		"Metropolitana de Santiago"			"Cordón del Cepo "	2200									-33.28	-70.26666667													
