"eventId"	"subjectOrganismId"	"interactionType"	"interactionTypeId"	"objectOrganismId"
"evt_7184"	"1277"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7184"
"evt_7185"	"1277"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7185"
"evt_7186"	"1277"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7186"
"evt_7187"	"1277"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7187"
"evt_7188"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7188"
"evt_7189"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7189"
"evt_7190"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7190"
"evt_7191"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7191"
"evt_7192"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7192"
"evt_7193"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7193"
"evt_7194"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7194"
"evt_7195"	"1278"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7195"
"evt_7196"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7196"
"evt_7197"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7197"
"evt_7198"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7198"
"evt_7199"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7199"
"evt_7200"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7200"
"evt_7201"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7201"
"evt_7202"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7202"
"evt_7203"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7203"
"evt_7204"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7204"
"evt_7205"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7205"
"evt_7206"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7206"
"evt_7207"	"1279"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7207"
"evt_7208"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7208"
"evt_7209"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7209"
"evt_7210"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7210"
"evt_7211"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7211"
"evt_7212"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7212"
"evt_7213"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7213"
"evt_7214"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7214"
"evt_7215"	"1280"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7215"
"evt_7216"	"1281"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7216"
"evt_7217"	"1281"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7217"
"evt_7218"	"1282"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7218"
"evt_7219"	"1283"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7219"
"evt_7220"	"1283"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7220"
"evt_7221"	"1284"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7221"
"evt_7222"	"1284"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7222"
"evt_7223"	"1284"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7223"
"evt_7224"	"1284"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7224"
"evt_7225"	"1285"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7225"
"evt_7226"	"1286"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7226"
"evt_7227"	"1286"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7227"
"evt_7228"	"1286"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7228"
"evt_7229"	"1286"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7229"
"evt_7230"	"1287"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7230"
"evt_7231"	"1288"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7231"
"evt_7232"	"1289"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7232"
"evt_7233"	"1290"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7233"
"evt_7234"	"1290"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7234"
"evt_7235"	"1290"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7235"
"evt_7236"	"1291"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7236"
"evt_7237"	"1291"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7237"
"evt_7238"	"1291"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7238"
"evt_7239"	"1292"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7239"
"evt_7240"	"1293"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7240"
"evt_7241"	"1293"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7241"
"evt_7242"	"1293"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7242"
"evt_7243"	"1293"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7243"
"evt_7244"	"1294"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7244"
"evt_7245"	"1294"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7245"
"evt_7246"	"1294"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7246"
"evt_7247"	"1295"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7247"
"evt_7248"	"1295"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7248"
"evt_7249"	"1295"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7249"
"evt_7250"	"1295"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7250"
"evt_7251"	"1295"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7251"
"evt_7252"	"1296"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7252"
"evt_7253"	"1296"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7253"
"evt_7254"	"1296"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7254"
"evt_7255"	"1297"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7255"
"evt_7256"	"1297"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7256"
"evt_7257"	"1298"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7257"
"evt_7258"	"1298"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7258"
"evt_7259"	"1299"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7259"
"evt_7260"	"1299"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7260"
"evt_7261"	"1299"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7261"
"evt_7262"	"1300"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7262"
"evt_7263"	"1300"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7263"
"evt_7264"	"1300"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7264"
"evt_7265"	"1300"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7265"
"evt_7266"	"1300"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7266"
"evt_7267"	"1300"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7267"
"evt_7268"	"1300"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7268"
"evt_7269"	"1301"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7269"
"evt_7270"	"1301"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7270"
"evt_7271"	"1301"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7271"
"evt_7272"	"1301"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7272"
"evt_7273"	"1301"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7273"
"evt_7274"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7274"
"evt_7275"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7275"
"evt_7276"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7276"
"evt_7277"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7277"
"evt_7278"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7278"
"evt_7279"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7279"
"evt_7280"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7280"
"evt_7281"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7281"
"evt_7282"	"1302"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7282"
"evt_7283"	"1303"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7283"
"evt_7284"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7284"
"evt_7285"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7285"
"evt_7286"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7286"
"evt_7287"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7287"
"evt_7288"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7288"
"evt_7289"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7289"
"evt_7290"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7290"
"evt_7291"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7291"
"evt_7292"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7292"
"evt_7293"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7293"
"evt_7294"	"1304"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7294"
"evt_7295"	"1305"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7295"
"evt_7296"	"1305"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7296"
"evt_7297"	"1305"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7297"
"evt_7298"	"1306"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7298"
"evt_7299"	"1306"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7299"
"evt_7300"	"1307"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7300"
"evt_7301"	"1307"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7301"
"evt_7302"	"1307"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7302"
"evt_7303"	"1307"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7303"
"evt_7304"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7304"
"evt_7305"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7305"
"evt_7306"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7306"
"evt_7307"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7307"
"evt_7308"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7308"
"evt_7309"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7309"
"evt_7310"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7310"
"evt_7311"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7311"
"evt_7312"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7312"
"evt_7313"	"1308"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7313"
"evt_7314"	"1309"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7314"
"evt_7315"	"1310"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7315"
"evt_7316"	"1311"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7316"
"evt_7317"	"1312"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7317"
"evt_7318"	"1312"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7318"
"evt_7319"	"1313"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7319"
"evt_7320"	"1313"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7320"
"evt_7321"	"1313"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7321"
"evt_7322"	"1313"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7322"
"evt_7323"	"1313"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7323"
"evt_7324"	"1313"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7324"
"evt_7325"	"1314"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7325"
"evt_7326"	"1315"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7326"
"evt_7327"	"1315"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7327"
"evt_7328"	"1315"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7328"
"evt_7329"	"1315"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7329"
"evt_7330"	"1315"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7330"
"evt_7331"	"1315"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7331"
"evt_7332"	"1316"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7332"
"evt_7333"	"1316"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7333"
"evt_7334"	"1316"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7334"
"evt_7335"	"1316"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7335"
"evt_7336"	"1316"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7336"
"evt_7337"	"1316"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7337"
"evt_7338"	"1317"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7338"
"evt_7339"	"1317"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7339"
"evt_7340"	"1318"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7340"
"evt_7341"	"1318"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7341"
"evt_7342"	"1318"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7342"
"evt_7343"	"1318"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7343"
"evt_7344"	"1318"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7344"
"evt_7345"	"1318"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7345"
"evt_7346"	"1319"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7346"
"evt_7347"	"1319"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7347"
"evt_7348"	"1319"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7348"
"evt_7349"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7349"
"evt_7350"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7350"
"evt_7351"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7351"
"evt_7352"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7352"
"evt_7353"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7353"
"evt_7354"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7354"
"evt_7355"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7355"
"evt_7356"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7356"
"evt_7357"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7357"
"evt_7358"	"1320"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7358"
"evt_7359"	"1321"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7359"
"evt_7360"	"1321"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7360"
"evt_7361"	"1321"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7361"
"evt_7362"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7362"
"evt_7363"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7363"
"evt_7364"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7364"
"evt_7365"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7365"
"evt_7366"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7366"
"evt_7367"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7367"
"evt_7368"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7368"
"evt_7369"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7369"
"evt_7370"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7370"
"evt_7371"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7371"
"evt_7372"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7372"
"evt_7373"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7373"
"evt_7374"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7374"
"evt_7375"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7375"
"evt_7376"	"1322"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7376"
"evt_7377"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7377"
"evt_7378"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7378"
"evt_7379"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7379"
"evt_7380"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7380"
"evt_7381"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7381"
"evt_7382"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7382"
"evt_7383"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7383"
"evt_7384"	"1323"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7384"
"evt_7385"	"1324"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7385"
"evt_7386"	"1325"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7386"
"evt_7387"	"1325"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7387"
"evt_7388"	"1325"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7388"
"evt_7389"	"1325"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7389"
"evt_7390"	"1326"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7390"
"evt_7391"	"1326"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7391"
"evt_7392"	"1327"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7392"
"evt_7393"	"1328"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7393"
"evt_7394"	"1328"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7394"
"evt_7395"	"1329"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7395"
"evt_7396"	"1330"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7396"
"evt_7397"	"1330"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7397"
"evt_7398"	"1331"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7398"
"evt_7399"	"1331"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7399"
"evt_7400"	"1331"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7400"
"evt_7401"	"1332"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7401"
"evt_7402"	"1333"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7402"
"evt_7403"	"1333"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7403"
"evt_7404"	"1333"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7404"
"evt_7405"	"1334"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7405"
"evt_7406"	"1334"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7406"
"evt_7407"	"1335"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7407"
"evt_7408"	"1335"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7408"
"evt_7409"	"1336"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7409"
"evt_7410"	"1336"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7410"
"evt_7411"	"1336"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7411"
"evt_7412"	"1336"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7412"
"evt_7413"	"1336"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7413"
"evt_7414"	"1337"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7414"
"evt_7415"	"1337"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7415"
"evt_7416"	"1337"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7416"
"evt_7417"	"1337"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7417"
"evt_7418"	"1337"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7418"
"evt_7419"	"1337"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7419"
"evt_7420"	"1338"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7420"
"evt_7421"	"1338"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7421"
"evt_7422"	"1338"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7422"
"evt_7423"	"1339"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7423"
"evt_7424"	"1339"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7424"
"evt_7425"	"1340"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7425"
"evt_7426"	"1340"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7426"
"evt_7427"	"1340"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7427"
"evt_7428"	"1340"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7428"
"evt_7429"	"1340"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7429"
"evt_7430"	"1340"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7430"
"evt_7431"	"1340"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7431"
"evt_7432"	"1341"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7432"
"evt_7433"	"1341"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7433"
"evt_7434"	"1341"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7434"
"evt_7435"	"1341"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7435"
"evt_7436"	"1342"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7436"
"evt_7437"	"1343"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7437"
"evt_7438"	"1344"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7438"
"evt_7439"	"1344"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7439"
"evt_7440"	"1344"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7440"
"evt_7441"	"1344"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7441"
"evt_7442"	"1345"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7442"
"evt_7443"	"1346"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7443"
"evt_7444"	"1346"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7444"
"evt_7445"	"1347"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7445"
"evt_7446"	"1348"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7446"
"evt_7447"	"1349"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7447"
"evt_7448"	"1349"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7448"
"evt_7449"	"1349"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7449"
"evt_7450"	"1349"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7450"
"evt_7451"	"1349"	"preys on"	"http://purl.obolibrary.org/obo/RO_0002439"	"obj_7451"
