eventID	subjectOrganismID	interactionType	interactionTypeID	objectOrganismID
E32	S31	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O31
E33	S32	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O32
E34	S33	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O33
E35	S34	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O34
E36	S35	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O35
E37	S36	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O36
E38	S37	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O37
E39	S38	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O38
E40	S39	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O39
E41	S40	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O40
E42	S41	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O41
E43	S42	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O42
E44	S43	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O43
E45	S44	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O44
E46	S45	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O45
E47	S46	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O46
E48	S47	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O47
E49	S48	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O48
E50	S49	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O49
E51	S50	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O50
E52	S51	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O51
E53	S52	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O52
E54	S53	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O53
E55	S54	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O54
E56	S55	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O55
E57	S56	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O56
E58	S57	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O57
E59	S58	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O58
E60	S59	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O59
E61	S60	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O60
E62	S61	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O61
E63	S62	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O62
E64	S63	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O63
E65	S64	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O64
E66	S65	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O65
E67	S66	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O66
E68	S67	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O67
E69	S68	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O68
E70	S69	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O69
E71	S70	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O70
E72	S71	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O71
E73	S72	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O72
E74	S73	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O73
E75	S74	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O74
E76	S75	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O75
E77	S76	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O76
E78	S77	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O77
E79	S78	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O78
E80	S79	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O79
E81	S80	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O80
E82	S81	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O81
E83	S82	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O82
E84	S83	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O83
E85	S84	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O84
E86	S85	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O85
E87	S86	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O86
E88	S87	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O87
E89	S88	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O88
E90	S89	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O89
E91	S90	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O90
E92	S91	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O91
E93	S92	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O92
E94	S93	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O93
E95	S94	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O94
E96	S95	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O95
E97	S96	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O96
E98	S97	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O97
E99	S98	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O98
E100	S99	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O99
E101	S100	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O100
E102	S101	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O101
E103	S102	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O102
E104	S103	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O103
E105	S104	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O104
E106	S105	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O105
E107	S106	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O106
E108	S107	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O107
E109	S108	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O108
E110	S109	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O109
E111	S110	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O110
E112	S111	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O111
E113	S112	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O112
E114	S113	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O113
E115	S114	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O114
E116	S115	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O115
E117	S116	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O116
E118	S117	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O117
E119	S118	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O118
E120	S119	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O119
E121	S120	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O120
E122	S121	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O121
E123	S122	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O122
E124	S123	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O123
E125	S124	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O124
E126	S125	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O125
E127	S126	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O126
E128	S127	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O127
E129	S128	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O128
E130	S129	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O129
E131	S130	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O130
E132	S131	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O131
E133	S132	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O132
E134	S133	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O133
E135	S134	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O134
E136	S135	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O135
E137	S136	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O136
E138	S137	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O137
E139	S138	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O138
E140	S139	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O139
E141	S140	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O140
E142	S141	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O141
E143	S142	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O142
E144	S143	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O143
E145	S144	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O144
E146	S145	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O145
E147	S146	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O146
E148	S147	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O147
E149	S148	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O148
E150	S149	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O149
E151	S150	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O150
E152	S151	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O151
E153	S152	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O152
E154	S153	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O153
E155	S154	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O154
E156	S155	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O155
E157	S156	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O156
E158	S157	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O157
E159	S158	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O158
E160	S159	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O159
E161	S160	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O160
E162	S161	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O161
E163	S162	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O162
E164	S163	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O163
E165	S164	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O164
E166	S165	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O165
E167	S166	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O166
E168	S167	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O167
E169	S168	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O168
E170	S169	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O169
E171	S170	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O170
E172	S171	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O171
E173	S172	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O172
E174	S173	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O173
E175	S174	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O174
E176	S175	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O175
E177	S176	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O176
E178	S177	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O177
E179	S178	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O178
E180	S179	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O179
E181	S180	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O180
E182	S181	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O181
E183	S182	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O182
E184	S183	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O183
E185	S184	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O184
E186	S185	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O185
E187	S186	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O186
E188	S187	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O187
E189	S188	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O188
E190	S189	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O189
E191	S190	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O190
E192	S191	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O191
E193	S192	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O192
E194	S193	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O193
E195	S194	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O194
E196	S195	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O195
E197	S196	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O196
E198	S197	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O197
E199	S198	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O198
E200	S199	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O199
E201	S200	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O200
E202	S201	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O201
E203	S202	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O202
E204	S203	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O203
E205	S204	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O204
E206	S205	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O205
E207	S206	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O206
E208	S207	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O207
E209	S208	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O208
E210	S209	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O209
E211	S210	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O210
E212	S211	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O211
E213	S212	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O212
E214	S213	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O213
E215	S214	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O214
E216	S215	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O215
E217	S216	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O216
E218	S217	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O217
E219	S218	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O218
E220	S219	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O219
E221	S220	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O220
E222	S221	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O221
E223	S222	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O222
E224	S223	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O223
E225	S224	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O224
E226	S225	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O225
E227	S226	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O226
E228	S227	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O227
E229	S228	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O228
E230	S229	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O229
E231	S230	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O230
E232	S231	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O231
E233	S232	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O232
E234	S233	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O233
E235	S234	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O234
E236	S235	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O235
E237	S236	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O236
E238	S237	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O237
E239	S238	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O238
E240	S239	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O239
E241	S240	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O240
E242	S241	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O241
E243	S242	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O242
E244	S243	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O243
E245	S244	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O244
E246	S245	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O245
E247	S246	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O246
E248	S247	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O247
E249	S248	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O248
E250	S249	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O249
E251	S250	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O250
E252	S251	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O251
E253	S252	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O252
E254	S253	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O253
E255	S254	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O254
E256	S255	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O255
E257	S256	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O256
E258	S257	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O257
E259	S258	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O258
E260	S259	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O259
E261	S260	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O260
E262	S261	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O261
E263	S262	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O262
E264	S263	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O263
E265	S264	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O264
E266	S265	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O265
E267	S266	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O266
E268	S267	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O267
E269	S268	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O268
E270	S269	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O269
E271	S270	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O270
E272	S271	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O271
E273	S272	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O272
E274	S273	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O273
E275	S274	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O274
E276	S275	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O275
E277	S276	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O276
E278	S277	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O277
E279	S278	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O278
E280	S279	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O279
E281	S280	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O280
E282	S281	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O281
E283	S282	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O282
E284	S283	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O283
E285	S284	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O284
E286	S285	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O285
E287	S286	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O286
E288	S287	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O287
E289	S288	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O288
E290	S289	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O289
E291	S290	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O290
E292	S291	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O291
E293	S292	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O292
E294	S293	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O293
E295	S294	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O294
E296	S295	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O295
E297	S296	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O296
E298	S297	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O297
E299	S298	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O298
E300	S299	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O299
E301	S300	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O300
E302	S301	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O301
E303	S302	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O302
E304	S303	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O303
E305	S304	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O304
E306	S305	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O305
E307	S306	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O306
E308	S307	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O307
E309	S308	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O308
E310	S309	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O309
E311	S310	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O310
E312	S311	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O311
E313	S312	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O312
E314	S313	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O313
E315	S314	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O314
E316	S315	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O315
E317	S316	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O316
E318	S317	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O317
E319	S318	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O318
E320	S319	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O319
E321	S320	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O320
E322	S321	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O321
E323	S322	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O322
E324	S323	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O323
E325	S324	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O324
E326	S325	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O325
E327	S326	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O326
E328	S327	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O327
E329	S328	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O328
E330	S329	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O329
E331	S330	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O330
E332	S331	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O331
E333	S332	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O332
E334	S333	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O333
E335	S334	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O334
E336	S335	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O335
E337	S336	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O336
E338	S337	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O337
E339	S338	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O338
E340	S339	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O339
E341	S340	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O340
E342	S341	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O341
E343	S342	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O342
E344	S343	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O343
E345	S344	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O344
E346	S345	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O345
E347	S346	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O346
E348	S347	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O347
E349	S348	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O348
E350	S349	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O349
E351	S350	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O350
E352	S351	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O351
E353	S352	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O352
E354	S353	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O353
E355	S354	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O354
E356	S355	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O355
E357	S356	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O356
E358	S357	visited flowers of	http://purl.obolibrary.org/obo/RO_0002622	O357
