assertion_target_id,assertion_target_type,assertion_type,assertion_value,assertion_value_numeric,assertion_unit,assertion_made_date,assertion_effective_date,assertion_by_agent_name,assertion_by_agent_id,assertion_protocol,assertion_protocol_id,assertion_citation,assertion_remarks
4bc8e02578c8644b58018d1e385c5b7cf6e7a9c3,ORGANISM,sex,M,,,,2009-07-17,,,,,,
c37665a3bbe8cc16a9e436572e81894c715c8bf7,ORGANISM,sex,F,,,,2009-09-18,,,,,,
5bdc735486a64e64a27e7f7ccb7d85b3aa02acad,ORGANISM,sex,F,,,,2009-09-18,,,,,,
c22300ccafcb606144988c3d4e61ee076e73354c,ORGANISM,sex,M,,,,2009-09-15,,,,,,
d82d4c16cf0dd9a132d7e99dd4612e44318c9bd7,ORGANISM,sex,M,,,,2009-09-18,,,,,,
cf52c7dd1dd512575a1ff4a11adda359865bc050,ORGANISM,sex,M,,,,2009-09-18,,,,,,
676d8980ec3b9ea2b5683670547991ebcd99d948,ORGANISM,sex,M,,,,2009-09-18,,,,,,
c3ce427d072737559be32f60d5252ac76049e639,ORGANISM,sex,M,,,,2009-09-18,,,,,,
acc2e0b94dc74645cc4f0b70ad0e0ccee3aa8ea7,ORGANISM,sex,M,,,,2009-09-18,,,,,,
38b963cb1890fb8926db139f98c88ede83872326,ORGANISM,sex,M,,,,2009-09-18,,,,,,
68999a677e66a6d87119da17beb7308802edae77,ORGANISM,sex,M,,,,2009-09-18,,,,,,
28e4b831d21f5db875ab1b98eef8a83e21c6ecbc,ORGANISM,sex,M,,,,2009-09-18,,,,,,
e37568694ea7056f159bbb1fc06ae6d111131b28,ORGANISM,sex,M,,,,2009-09-18,,,,,,
5a7cda21e51aa402d857232e064404eed905b4e1,ORGANISM,sex,M,,,,2009-09-18,,,,,,
f5b29c113c2fc8cd49e05d9bcd89888a208309ce,ORGANISM,sex,M,,,,2009-09-18,,,,,,
12e75fe09f25fd35616064139c505f8d8a398daa,ORGANISM,sex,M,,,,2009-09-18,,,,,,
7d0b5db5178d0be757b15c5b1c92c6503fc88f8a,ORGANISM,sex,M,,,,2009-09-18,,,,,,
c4b30fa3eeb8ea6e6867b56c89326e2c59432b52,ORGANISM,sex,F,,,,2009-09-14,,,,,,
5ba2ed74235be3cc04000f5da66f43533a89a74b,ORGANISM,sex,F,,,,2009-09-14,,,,,,
8d071505eb2313a3d8fadbb23cbcd5f826350129,ORGANISM,sex,M,,,,2009-09-14,,,,,,
3296a9ba0effa738345cad4e710e5ee5e4b19769,ORGANISM,sex,F,,,,2009-09-14,,,,,,
5493541c286f09fb8008fc389fadf061436c1b0a,ORGANISM,sex,F,,,,2009-09-15,,,,,,
b9a0a0967ea917a2ee4da0d5b571097630d7261d,ORGANISM,sex,F,,,,2009-09-15,,,,,,
577daa3d7d9126304844806c0559cc1e4cd372cb,ORGANISM,sex,F,,,,2009-09-15,,,,,,
dee11ccebd5bf38b84f85d3616bbd55ce7ca1bd8,ORGANISM,sex,F,,,,2009-09-15,,,,,,
a3aff00fcce2d3e63f2773cf982f8cc242522794,ORGANISM,sex,F,,,,2009-09-15,,,,,,
4e421b4a5ea5e8843e3fbc7a595553e301bcdd27,ORGANISM,sex,F,,,,2009-09-15,,,,,,
f4af44900eeccb4e3f9836934c5a234952f29063,ORGANISM,sex,F,,,,2009-09-15,,,,,,
07a8484c79f4c9b2e0e84f5502421226381a8794,ORGANISM,sex,F,,,,2009-09-17,,,,,,
e92d264ab093dabf3845af54c3eddb19db59218d,ORGANISM,sex,F,,,,2009-09-17,,,,,,
669a319ec3c83225a7af462389f13092646fc083,ORGANISM,sex,M,,,,2009-09-18,,,,,,
6462d218aa0386f40ebc139661d34d1b227d4cf4,ORGANISM,sex,F,,,,2009-09-18,,,,,,
766b262b4f97e48c773b37b5263ee9ffa39865d7,ORGANISM,sex,F,,,,2009-09-18,,,,,,
110868b5f24a448ae289b9bda295463571aec4df,ORGANISM,sex,F,,,,2009-09-18,,,,,,
ddad5aefdfe286b71413ab221a25c6ef35a14290,ORGANISM,sex,F,,,,2009-09-18,,,,,,
a551155882f160bb7a9fc6002e438a2de0f00b54,ORGANISM,sex,F,,,,2009-09-18,,,,,,
bd824dfbcfc10f9ff7074b00fe403030bcb35ee6,ORGANISM,sex,F,,,,2009-09-18,,,,,,
a2c7d2739cc57ec9f3e52bf5b75fb97e4d125a33,ORGANISM,sex,F,,,,2009-09-18,,,,,,
bbd82ce0f9e2d96992f75a2ebec249145eb2fff1,ORGANISM,sex,F,,,,2009-09-18,,,,,,
b4751656daa0f39cc42516d81a48f2197dfd64f4,ORGANISM,sex,F,,,,2009-09-18,,,,,,
82a6b2b9e06bdc6fed967a9d865ea1a31eb52314,ORGANISM,sex,F,,,,2009-09-18,,,,,,
a44a1e916723e3119443986424d98076e497a180,ORGANISM,sex,F,,,,2009-09-18,,,,,,
9353b325cd14a07adb4f82ab7aaea02500e045f5,ORGANISM,sex,F,,,,2009-05-22,,,,,,
c5fa48ac322e1099cf8fb823254cf3b864407f0b,ORGANISM,sex,M,,,,2009-09-18,,,,,,
22b7ebe1eda294604f4efb99dbb51fffbd8b1f13,ORGANISM,sex,M,,,,2009-07-17,,,,,,
0fe1b64b7bdb2e26547e7578e146ffe9e27766b1,ORGANISM,sex,M,,,,2009-07-17,,,,,,
f3dbb26775d8ebe3986455ca5dc9b72add31c1c2,ORGANISM,sex,M,,,,2009-07-17,,,,,,
39add78ed61cf05e95af2c197dd21578a56fdab0,ORGANISM,sex,M,,,,2009-07-17,,,,,,
e8631eb07117b159adcf82c5d09f3974fd3abdfd,ORGANISM,sex,F,,,,2009-07-14,,,,,,
27cc52eb433283c29b5b3973e9786e1ec82cdcca,ORGANISM,sex,F,,,,2009-01-23,,,,,,
fe18c866fdf03eecebfad382c24ab59989c32238,ORGANISM,sex,F,,,,2009-05-19,,,,,,
1171054dc8c110236a66415266bde21827474695,ORGANISM,sex,M,,,,2009-07-17,,,,,,
13a9c0704fa049671f8bf2ae16244a9699769fe7,ORGANISM,sex,M,,,,2009-07-17,,,,,,
e65a6d09baefd4550ad09ad0e1c0455216c8b2a6,ORGANISM,sex,M,,,,2009-07-14,,,,,,
509a6febd10f5bc607dd54982321b3df8dec4c01,ORGANISM,sex,M,,,,2009-07-14,,,,,,
2754d90f745d0ecc9cfe8c47e3b15eb8bac4889c,ORGANISM,sex,M,,,,2009-07-17,,,,,,
3cc4e323b5e4f630b365eca50abeef899c11b046,ORGANISM,sex,M,,,,2009-09-18,,,,,,
ffb7f3f190c1c74689bad25784633947fcc65b42,ORGANISM,sex,M,,,,2009-07-17,,,,,,
121617ecdcdf7fcedfc0c33e479c78a40567b2ad,ORGANISM,sex,M,,,,2009-07-17,,,,,,
75a2ab08ac1ccf051aecd2499176a04696cbf655,ORGANISM,sex,M,,,,2009-07-17,,,,,,
f4388053286486cd8e4f5f686aa8f5ecad1df113,ORGANISM,sex,M,,,,2009-07-17,,,,,,
bc38337b196cb14551d58b458517defc32950fe2,ORGANISM,sex,M,,,,2009-07-17,,,,,,
a411fceff533d5a808fecf09be381e8adc13dc9c,ORGANISM,sex,M,,,,2009-07-17,,,,,,
e037d08157083d51a54524d103d9f460b41cdefa,ORGANISM,sex,M,,,,2009-07-17,,,,,,
dc8f2ef3cf4c4250be58df9f7efadaecca7c252c,ORGANISM,sex,M,,,,2009-07-17,,,,,,
bd66f9c4bf7397a4297beb51efd40f3c174da6cd,ORGANISM,sex,M,,,,2009-07-17,,,,,,
4ef618979a49ea75534fdebf782234dbdd5311d0,ORGANISM,sex,M,,,,2009-07-14,,,,,,
f66d8bdcf06ec6c6ea53975810a3e746c75871b3,ORGANISM,sex,M,,,,2009-11-20,,,,,,
abcf7a042d8e70f1bb2fd4f511c1d37338233bf5,ORGANISM,sex,M,,,,2013-05-19,,,,,,
74e6dd2d2496695231bc7eecd538c876f3fc8d21,ORGANISM,sex,M,,,,2009-09-18,,,,,,
6388b4aaef1975e08a6103d1bb447fc3ef3463d1,ORGANISM,sex,M,,,,2009-09-18,,,,,,
d96b73dd31d2940d1341c3599705b535ca932955,ORGANISM,sex,M,,,,2009-09-15,,,,,,
1d541281699cad4cef38f0fd6165ac346f1bbfa0,ORGANISM,sex,M,,,,2009-09-15,,,,,,
f2c0e6346d8c344864c1daf31a2075c1287aa560,ORGANISM,sex,M,,,,2013-07-13,,,,,,
80a43a44cd94811d5cca58bd78eb18a4b2bf5ce7,ORGANISM,sex,M,,,,2013-05-19,,,,,,
599fc5fdd0b74fcd756a1c27d3570692f7c055b2,ORGANISM,sex,M,,,,2013-06-25,,,,,,
8ea452a0a36f1c574f44712ca0e3cdf35d0ce956,ORGANISM,sex,F,,,,2009-03-13,,,,,,
b61310f1a053bb1dc013f22fa80c9d9aace1c3a1,ORGANISM,sex,M,,,,2013-06-25,,,,,,
09d12a75cf10a6ed62b5f127ea808d2ab6c23e7f,ORGANISM,sex,M,,,,2013-06-10,,,,,,
5873b08c757e2708a105a2314611fd626d6fbca4,ORGANISM,sex,M,,,,2013-10-21,,,,,,
07d0cbf24d14523d5b08bb8141a4eb0c04217b9f,ORGANISM,sex,M,,,,2013-10-21,,,,,,
1e3ddc3f1c79c2c205587d7bbb43726a87cc0454,ORGANISM,sex,M,,,,2013-10-22,,,,,,
2d7ab3f38ac2482852faa90de58fa27c6b80807e,ORGANISM,sex,M,,,,2013-10-22,,,,,,
768c045f7b287f2914f0e89c695a8ffeccea46b7,ORGANISM,sex,M,,,,2013-10-22,,,,,,
6c8aa6b14aeb7c11ac7e3c66d7200a101851d179,ORGANISM,sex,M,,,,2013-10-22,,,,,,
d7739dac58a9ff68f0fab554d5c10dbb22d1d872,ORGANISM,sex,M,,,,2013-10-21,,,,,,
b7d37412e05b8a8320c36816eedd1e43e08c158a,ORGANISM,sex,M,,,,2013-10-21,,,,,,
ffa68121a05f1eb7095bf0b5b29f817fe93f33f1,ORGANISM,sex,F,,,,2010-11-17,,,,,,
a49178cee800a3c252e2ed604cfff5f46930ccf9,ORGANISM,sex,M,,,,2013-10-21,,,,,,
b7d23d5dc5a52cd83912353ce8e5a3106f6256ac,ORGANISM,sex,M,,,,2013-10-21,,,,,,
8b25206e6540df0d639444fa84549b7b98e39ae4,ORGANISM,sex,M,,,,2013-10-21,,,,,,
30467ef2719d4136c36d1592eb51bc90c5aa4eac,ORGANISM,sex,M,,,,2013-08-09,,,,,,
165caa3e2eae40eadfe9be63234e42c27aa04bc9,ORGANISM,sex,M,,,,2013-08-09,,,,,,
dcbb6dc5c89c1e1a54682d5778805ce49742a439,ORGANISM,sex,M,,,,2013-08-03,,,,,,
5d33641ea3c048c6d6621d76ce6ef8a717e9610d,ORGANISM,sex,M,,,,2013-08-09,,,,,,
4c1241a5c862d4c71382e7ea98b93d90b1268814,ORGANISM,sex,M,,,,2013-08-03,,,,,,
569646bdb5463a3097522e7d5127805a6f12009c,ORGANISM,sex,M,,,,2013-08-21,,,,,,
f9655d41aaeaa0abdfec8b8d10a680ccecebe79a,ORGANISM,sex,M,,,,2013-08-21,,,,,,
eb31bb75483420ea4b88f1b93d6211f342d81793,ORGANISM,sex,M,,,,2013-08-21,,,,,,
e2cc47eaac352c62b0a81ca820e5ae26a3cc59d0,ORGANISM,sex,M,,,,2013-08-21,,,,,,
d60db8dcbd80463c2e5ae8d7bc09fad4f2d3a18e,ORGANISM,sex,M,,,,2013-08-21,,,,,,
2799b588169c2de72a63c81b47f66f49f5ef8202,ORGANISM,sex,M,,,,2013-08-21,,,,,,
ed7f0e95405d8db411cf7dd27760b47e310daf35,ORGANISM,sex,M,,,,2013-08-21,,,,,,
a9a0dd0ce3428680576c2079668da614859d70a7,ORGANISM,sex,M,,,,2013-08-25,,,,,,
e155034b493bd04162f07da284bf5ede81ccebdc,ORGANISM,sex,M,,,,2013-08-25,,,,,,
4b6fe69c0c90f9b0c3c2a50bc20ed56d5c423e9f,ORGANISM,sex,M,,,,2013-08-28,,,,,,
5b89f3ac8e5f191cc1dc17955cda1669b3eda392,ORGANISM,sex,F,,,,2009-05-19,,,,,,
35407aafd12394a604751b20de23c19837b7f33f,ORGANISM,sex,M,,,,2013-08-28,,,,,,
0bea0ae834c84576a36affee0f8be14da8ebe4f2,ORGANISM,sex,M,,,,2013-08-28,,,,,,
8fb047817baa9c7cafc5d693ce0e1e094f1c624f,ORGANISM,sex,M,,,,2013-08-28,,,,,,
6973667d35f577e8067ea8ffad7c8557c4e5367e,ORGANISM,sex,M,,,,2013-08-28,,,,,,
667296ee2d3cb01b71aafb6136aa6a7116a00e63,ORGANISM,sex,M,,,,2013-08-28,,,,,,
e8ebb575bf53d2e24618fce5d44f2609a2ebf103,ORGANISM,sex,M,,,,2013-08-28,,,,,,
5fcafe6279f332d93d577ab7641e607d1bae52a4,ORGANISM,sex,M,,,,2013-08-28,,,,,,
7f7ab0ce9fe2e16ce97be8d7360cdcd31fc13cf6,ORGANISM,sex,M,,,,2013-08-28,,,,,,
113becb9731e4be02e1d1ac53595d6aa5ca53629,ORGANISM,sex,M,,,,2013-08-28,,,,,,
92c9fa234cade020d0c75075c8294516bb11fd0d,ORGANISM,sex,M,,,,2013-08-28,,,,,,
8473d75439443e8029d768852ee06088ce198f91,ORGANISM,sex,M,,,,2013-08-28,,,,,,
b0ac58cf8a740034757d6aa2b8e90047d093e77e,ORGANISM,sex,M,,,,2013-09-26,,,,,,
c60dc811dd28a56812ee65be0f4534e343adf438,ORGANISM,sex,M,,,,2013-09-26,,,,,,
bf7c0317732232044fbb1316f97d393a7da9adac,ORGANISM,sex,F,,,,2009-07-14,,,,,,
4f76db383a81c884230c6206bb90c06027bd4cd5,ORGANISM,sex,M,,,,2013-09-26,,,,,,
8dedf39f3261016e0058a48300a93848e27c3c92,ORGANISM,sex,F,,,,2009-05-19,,,,,,
8945b17f06dc374881a7825687787620ee917258,ORGANISM,sex,F,,,,2009-05-19,,,,,,
42017f8a9e0fa7604d29a1631e06a7f3ed1e4fce,ORGANISM,sex,M,,,,2013-09-26,,,,,,
6ba37369efe2c23e68c3b3e858a6945545ab0635,ORGANISM,sex,F,,,,2009-09-19,,,,,,
46de16f096c49c1ff20a9350644bab73d8cea1b4,ORGANISM,sex,M,,,,2013-09-26,,,,,,
ea0709e2b5537e9f4993f5c327684dd7efd7086b,ORGANISM,sex,F,,,,2009-09-18,,,,,,
53dd2afd6c311f45d25c16a2b216ed0b8ff79ae1,ORGANISM,sex,F,,,,2009-09-19,,,,,,
e570e86383526f2ed460917452d5c348060d951a,ORGANISM,sex,F,,,,2009-09-18,,,,,,
99d9b4a7191bfb008bbddfbdff7f3345c7259a6c,ORGANISM,sex,M,,,,2013-09-26,,,,,,
38a9cee6b7f063a5e8326e9c2c4c1f54f64dbfa2,ORGANISM,sex,M,,,,2013-09-26,,,,,,
2719754eef20c399084c37a8d0ab50efc6589c57,ORGANISM,sex,M,,,,2013-09-26,,,,,,
32e92b21bc5d1b7db64d6c89a53e09419e9c6bea,ORGANISM,sex,M,,,,2013-09-26,,,,,,
63f886875ff5c6415a7293471183108ba02d4c0d,ORGANISM,sex,M,,,,2013-09-26,,,,,,
ac9773dd614f004cf7697ab9778005e7ace772e0,ORGANISM,sex,M,,,,2013-09-26,,,,,,
54013ca162e3ac7fa88c3e346b4e4a65a1c051a4,ORGANISM,sex,M,,,,2013-09-19,,,,,,
07e319f324eb302a1bf8d42ed8ff64301becdc0c,ORGANISM,sex,M,,,,2013-09-19,,,,,,
8c912e0fccfd44ca2148b13153a02b9141bd1fe3,ORGANISM,sex,M,,,,2013-09-19,,,,,,
40534ecd87fd4837a4825c669180d09e53eab308,ORGANISM,sex,M,,,,2013-09-19,,,,,,
e04d471cfae02b5e1b7d7274b8364e49582b27a5,ORGANISM,sex,M,,,,2013-09-19,,,,,,
d52a7cc1464e805a9e9b6dbc330e6f5d19a3985d,ORGANISM,sex,M,,,,2013-09-19,,,,,,
e69c7e6b447bd129146de61902f9a34eade83d17,ORGANISM,sex,M,,,,2013-09-19,,,,,,
d096e622b9c83243aa515d7b11eb60fcc349f22a,ORGANISM,sex,M,,,,2013-09-19,,,,,,
eb312855ffa295ee49b54920d23b93941be1d05e,ORGANISM,sex,M,,,,2013-09-27,,,,,,
d73d2abe252fa92797bad53412ae011aef96d882,ORGANISM,sex,M,,,,2013-07-13,,,,,,
e40453be8da7040ad9a9b043bc6750d262e41e46,ORGANISM,sex,F,,,,2009-01-22,,,,,,
89da672ff4776ec934ac7e8ac79ae6b942560cd9,ORGANISM,sex,F,,,,2009-05-19,,,,,,
5e15a572840767f2999275eb7a2b15b1b3c2918c,ORGANISM,sex,M,,,,2010-02-23,,,,,,
36d38eb3f468cfb16428076f1efe049d197dfa3b,ORGANISM,sex,M,,,,2010-03-02,,,,,,
5679332bff3711d653fd674563f173666eeda257,ORGANISM,sex,M,,,,2010-05-02,,,,,,
1db8cc19a4a53a134cb3664aaedcbe3d3bd5fd20,ORGANISM,sex,M,,,,2010-04-30,,,,,,
55322e9c712a935a71704609f4eb3f72f8379f2a,ORGANISM,sex,M,,,,2010-12-09,,,,,,
d6f9823d2f82c805682dcabd5ace2b3dc6675af0,ORGANISM,sex,M,,,,2010-02-24,,,,,,
1cc91a91b7d4d172bb38edfaf85d14eb46041b24,ORGANISM,sex,M,,,,2010-05-02,,,,,,
93c52a997ad189bf499903d1ff2427154e9b6744,ORGANISM,sex,M,,,,2010-12-09,,,,,,
44b63c94d40727ef123546a03e0faf3cad3404e5,ORGANISM,sex,M,,,,2010-04-07,,,,,,
15bab45d65a9259eee1df8ed0f4a9b3fa9d27d4b,ORGANISM,sex,F,,,,2010-02-04,,,,,,
a7b9df38d6a02aa5aabf66af507df90127603118,ORGANISM,sex,F,,,,2013-03-29,,,,,,
76c7a501c10045fb02597ad885277e1dcf118a39,ORGANISM,sex,F,,,,2013-03-29,,,,,,
455db50f71f0ce846a66b7983b98a589c5b55895,ORGANISM,sex,F,,,,2013-04-15,,,,,,
c6172a90ec824a67f46df77b5b8db69020b14d30,ORGANISM,sex,F,,,,2013-01-21,,,,,,
344fc0959eefd9df89c09d36f24086aae99391b8,ORGANISM,sex,M,,,,2010-04-14,,,,,,
1cfd55e9f3fbcfcc4a40fa4aea4749eb937bc529,ORGANISM,sex,F,,,,2013-01-21,,,,,,
4f1ea21eca0a6b1d607fd31890d52ed2805d5f0e,ORGANISM,sex,F,,,,2013-01-23,,,,,,
c7a541bb6e2d98d9eb6678b175cbac8109a578fb,ORGANISM,sex,F,,,,2013-01-23,,,,,,
ff855a897fc9a723d13760cad40135e19095ffc3,ORGANISM,sex,F,,,,2013-01-23,,,,,,
910d545202e04c4ed48dfacd9e45187b02af460c,ORGANISM,sex,F,,,,2013-03-29,,,,,,
a52100cabfc304a9678e2189b847ba5f291bbea6,ORGANISM,sex,F,,,,2010-04-09,,,,,,
473cf5aac557b4357156282417901f5d57c08e68,ORGANISM,sex,F,,,,2010-04-11,,,,,,
3f1e2a2fbfc0df2cafa57ed38b3bf35aa9a9a898,ORGANISM,sex,M,,,,2009-09-15,,,,,,
94f92c9cee1a95ef82abba099c99a53e94a850bc,ORGANISM,sex,M,,,,2009-09-19,,,,,,
b7d9e93b2bb8caf5a3a66192db67aed10ce89479,ORGANISM,sex,M,,,,2013-09-19,,,,,,
fb073da012c1536211850457d9d3e62e0abe19b1,ORGANISM,sex,M,,,,2009-09-18,,,,,,
58edf293094550d315456601b9fa6da56ddd6cd3,ORGANISM,sex,M,,,,2009-09-19,,,,,,
aa39a780d3aec816e2d45a22c9ecd24ef691a58d,ORGANISM,sex,M,,,,2010-04-11,,,,,,
aaf713b4ee7c193ad5d6fcdbdd3086273485ad72,ORGANISM,sex,M,,,,2010-12-08,,,,,,
354f8f567dffc98c98db7dc2046704090500d37b,ORGANISM,sex,M,,,,2010-11-17,,,,,,
d7e1784d27c5bc6d7093976d353b6e9565e7daad,ORGANISM,sex,M,,,,2010-02-04,,,,,,
eb8cc76ca4a3d1177668e41a8159c9b65832aa27,ORGANISM,sex,M,,,,2010-04-16,,,,,,
9ce370908afba390137af9b85410be1778f2b812,ORGANISM,sex,M,,,,2011-12-30,,,,,,
56dc17e5457841bc114634543a99fee186c519fa,ORGANISM,sex,F,,,,2013-01-23,,,,,,
ab439e71c8d1d8f29ca88683e05afa144872e5db,ORGANISM,sex,F,,,,2013-03-29,,,,,,
f3372c0b6cc8734cdd829ee5148c29bf80992f99,ORGANISM,sex,M,,,,2010-04-15,,,,,,
1c300c1053812ce2de40697b91c9955f31aad111,ORGANISM,sex,M,,,,2009-01-19,,,,,,
97c3d1558c01729a4612bad8945fb1301854d44b,ORGANISM,sex,M,,,,2009-01-19,,,,,,
e9feffa4fd706caff110be3378d6ac5f7139429a,ORGANISM,sex,M,,,,2009-01-20,,,,,,
3df44d49eb80227b205579053293eaf91ee3ad82,ORGANISM,sex,M,,,,2009-09-14,,,,,,
d8683ee11ae85e50544bacae16816e9dfc5acaf8,ORGANISM,sex,M,,,,2010-04-15,,,,,,
b498e5b25beefc1c0102725cf6b6eccafda11d66,ORGANISM,sex,M,,,,2010-04-16,,,,,,
798afbe97d9b9d58201ff7cc1f40df4462a47e98,ORGANISM,sex,M,,,,2013-03-29,,,,,,
668e25f0442e33ab958b2374787f2aec83fce78c,ORGANISM,sex,M,,,,2010-03-01,,,,,,
92e659cb2f7fdba34a26fdcdb78fb6e31b8bb75b,ORGANISM,sex,M,,,,2010-04-15,,,,,,
fe0959964dcc02b5e78021dcdaa6aef3b789289a,ORGANISM,sex,F,,,,2013-01-23,,,,,,
4e87fbd06b4c89cebd643914de9297eff605efc5,ORGANISM,sex,M,,,,2010-05-02,,,,,,
0c5456b19c1a5e00c060458ba8653faa7bb05036,ORGANISM,sex,M,,,,2009-09-14,,,,,,
58ab36021f231f0872b494d3f57675a2306ab6d2,ORGANISM,sex,M,,,,2010-05-01,,,,,,
82a4f4b7d296814da33e54a62154a5105ab83563,ORGANISM,sex,M,,,,2010-04-30,,,,,,
31bf24581dbaa8a52d6c6cf66d23f88220a09402,ORGANISM,sex,M,,,,2010-05-02,,,,,,
0f76b7434b6aa1272c662004ab487df80db8da97,ORGANISM,sex,M,,,,2009-09-14,,,,,,
7be714fb2d0aa6248b06a3aef8b68ba7b38d827a,ORGANISM,sex,M,,,,2009-07-14,,,,,,
55f4337bbbdc31aee1c8d8d48580254c466a3fd2,ORGANISM,sex,F,,,,2013-01-23,,,,,,
ed0af3dca200d8d0b864ac667c0fd098ac435ec6,ORGANISM,sex,M,,,,2009-07-16,,,,,,
bead250e88d1625b8300c3889a5be599bb973629,ORGANISM,sex,M,,,,2009-01-19,,,,,,
5d446bf38eed2d64f0d7a33bc8beaa89778e99d9,ORGANISM,sex,M,,,,2009-07-16,,,,,,
59d01b7b2e7e28be488f15c6d6cbfdcddfb0669c,ORGANISM,sex,M,,,,2009-07-16,,,,,,
d760ea2e4b38862a79facbf49a85fbe5fd3c551c,ORGANISM,sex,M,,,,2009-09-15,,,,,,
39679ca589b6ef1ac12dd5ade3e773ec216c3efa,ORGANISM,sex,M,,,,2009-09-15,,,,,,
51b43ee8c4be13765d9b333cb991186841b50f38,ORGANISM,sex,M,,,,2009-07-16,,,,,,
19ac8c755a2fc73247840975a39a6ea8135928b7,ORGANISM,sex,M,,,,2009-07-17,,,,,,
a74f3f2fc5239eea33523af4da7072ac9d403c07,ORGANISM,sex,M,,,,2009-07-16,,,,,,
5d850e168ca35724f8a2092f7180028531668f76,ORGANISM,sex,M,,,,2009-07-16,,,,,,
73439268ed821943580f85c109b8ed58c54ead70,ORGANISM,sex,M,,,,2009-07-16,,,,,,
4968f42e897eff5c5fda31ddaee6bfd51b7dc00a,ORGANISM,sex,M,,,,2009-07-16,,,,,,
c9ae6ce869cbc3ba99fd017c1bf4490a36e9eeeb,ORGANISM,sex,M,,,,2009-07-16,,,,,,
9e7041e99e654af0e35f9f32d13cd44907037bc9,ORGANISM,sex,M,,,,2009-09-15,,,,,,
2a7caf7512b8d4de8bc25138460ebd09bd46a9f5,ORGANISM,sex,M,,,,2009-09-15,,,,,,
9183b498cee9fddc2a208dd8e79060a9702ab452,ORGANISM,sex,M,,,,2009-07-16,,,,,,
5d4c1160d27e6bdb51310b9e4c640527e39a66c8,ORGANISM,sex,M,,,,2009-07-16,,,,,,
4c6eda0e4e3bf1c83de0943a9a302ade743790d6,ORGANISM,sex,M,,,,2009-07-16,,,,,,
258820ded1878005b42b1ecd8c532022e71a9b66,ORGANISM,sex,M,,,,2009-07-16,,,,,,
6b088531707d3e9b7484564f0ef9a532f40ffc6f,ORGANISM,sex,M,,,,2009-07-16,,,,,,
a5f07eeb36054c7ecbd8299a5f03cc8714d3c683,ORGANISM,sex,M,,,,2009-07-16,,,,,,
881d11c2225560d1fc7b26457af0526af5c2129c,ORGANISM,sex,M,,,,2009-07-16,,,,,,
2b814c84df34ad774d0ed27ae5d2b7e52e3a074f,ORGANISM,sex,M,,,,2009-07-16,,,,,,
650b11aa30ee035a9f9505cfdfa8153ea87fa38d,ORGANISM,sex,M,,,,2009-07-17,,,,,,
74ae7dc2bca7b5e4a306e8b441610b67c660a4ea,ORGANISM,sex,M,,,,2009-07-16,,,,,,
4744e3c61e60547c57b6aa488c99685d5b43d024,ORGANISM,sex,M,,,,2009-07-16,,,,,,
4b3f03816e55c5478099d2a41ed2acabaaf71e8b,ORGANISM,sex,M,,,,2009-01-19,,,,,,
51d203a4df75afdb30aa1f8cfa6bbb3109b81c8e,ORGANISM,sex,M,,,,2009-01-22,,,,,,
9c1c3e92433a2031bbd412c8ff8ad55e306753c1,ORGANISM,sex,M,,,,2009-01-19,,,,,,
31dc70e7ac23a254d104794e5af586d931019916,ORGANISM,sex,M,,,,2009-01-20,,,,,,
e58900149c6e998000fd61bb2ea55ce9071caf9a,ORGANISM,sex,F,,,,2013-01-23,,,,,,
58187750ec368f859eae9c959cd0fbc7b530e1a9,ORGANISM,sex,M,,,,2009-01-19,,,,,,
fa66b50ed0d723320517dc27f7dce9ce38402f32,ORGANISM,sex,M,,,,2009-01-20,,,,,,
113948d15b2f007ad369c98e252ac364ae966d17,ORGANISM,sex,M,,,,2009-09-15,,,,,,
4638396443ce94c38fa1e80008504bc98cc5854e,ORGANISM,sex,M,,,,2009-09-15,,,,,,
9c318c59038841fef5c14b2929cf100923cb3240,ORGANISM,sex,M,,,,2009-09-15,,,,,,
51224739bb5c9d302b6636a8d55bfffea4891fce,ORGANISM,sex,M,,,,2009-09-19,,,,,,
f180fef9e6c90276a13c178de87af651dca583c8,ORGANISM,sex,M,,,,2009-09-15,,,,,,
dcc63e8f319fe88c69413bb0815d105593be86ed,ORGANISM,sex,M,,,,2009-09-18,,,,,,
28b59f12facc2886d2dcd256539c7c93683cd232,ORGANISM,sex,F,,,,2013-01-21,,,,,,
b1ce4f1635edf256540dda86b31a674a23075db3,ORGANISM,sex,M,,,,2009-09-18,,,,,,
587f49c66449c26cf988edfdc9af26d94df71866,ORGANISM,sex,M,,,,2009-09-18,,,,,,
97b4d4aa0257736bc4fb37af605d663288b390f9,ORGANISM,sex,M,,,,2009-09-15,,,,,,
67838b6d2aad995a72412f5650606379563ca7e8,ORGANISM,sex,M,,,,2009-09-15,,,,,,
489dd16eedf796a4199300c4a79941d0ede48a2b,ORGANISM,sex,M,,,,2009-09-15,,,,,,
d7caff05dbfeb7713d01d4f9f1ee0bbed68c1784,ORGANISM,sex,M,,,,2009-09-15,,,,,,
1d7819cda1b7d53de9accd767c0ed061a0369406,ORGANISM,sex,M,,,,2009-09-17,,,,,,
795a3d74131790f2c8ae2ebd4239fbeafc7b5749,ORGANISM,sex,M,,,,2009-09-17,,,,,,
d25b21923066c5808364a20133c4a47c6653b322,ORGANISM,sex,M,,,,2009-09-17,,,,,,
